timestamp,speed_up,speed_down,want_takeoff
4356000,3.0,1.5,0
5356000,3.0,1.5,0
6356000,3.0,1.5,0
7356000,3.0,1.5,0
8356000,3.0,1.5,0
9356000,3.6000001,1.8000001,0
10356000,3.6000001,1.8000001,0
11356000,3.6000001,1.8000001,0
12356000,3.6000001,1.8000001,0
13356000,3.6000001,1.8000001,0
14356000,3.6000001,1.8000001,0
15356000,3.6000001,1.8000001,0
16356000,3.6000001,1.8000001,0
17356000,3.6000001,1.8000001,0
18356000,3.6000001,1.8000001,0
19356000,3.6000001,1.8000001,0
20356000,3.6000001,1.8000001,0
21356000,3.6000001,1.8000001,0
22356000,3.6000001,1.8000001,0
23356000,3.6000001,1.8000001,0
24356000,3.6000001,1.8000001,0
25356000,3.6000001,1.8000001,0
26356000,3.6000001,1.8000001,0
27356000,3.6000001,1.8000001,0
28356000,3.6000001,1.8000001,0
29356000,3.6000001,1.8000001,0
30356000,3.6000001,1.8000001,0
31356000,3.6000001,1.8000001,0
32356000,3.6000001,1.8000001,0
33356000,3.6000001,1.8000001,0
34356000,3.6000001,1.8000001,0
35356000,3.6000001,1.8000001,0
36356000,3.6000001,1.8000001,0
37356000,3.6000001,1.8000001,0
38356000,3.6000001,1.8000001,0
39356000,3.6000001,1.8000001,0
40356000,3.6000001,1.8000001,0
41356000,3.6000001,1.8000001,0
42356000,3.6000001,1.8000001,0
43356000,3.6000001,1.8000001,0
44356000,3.6000001,1.8000001,0
45356000,3.6000001,1.8000001,0
46356000,3.6000001,1.8000001,0
47356000,3.6000001,1.8000001,0
48356000,3.6000001,1.8000001,0
49356000,3.6000001,1.8000001,0
50356000,3.6000001,1.8000001,0
51356000,3.6000001,1.8000001,0
52356000,3.6000001,1.8000001,0
53356000,3.6000001,1.8000001,0
54356000,3.6000001,1.8000001,1
55356000,3.6000001,1.8000001,1
56356000,3.6000001,1.8000001,1
57356000,3.6000001,1.8000001,1
58356000,3.6000001,1.8000001,1
59356000,3.6000001,1.8000001,1
60356000,3.6000001,1.8000001,1
61356000,3.6000001,1.8000001,0
62356000,3.6000001,1.8000001,0
63356000,3.6000001,1.8000001,0
64356000,3.6000001,1.8000001,0
65356000,3.6000001,1.8000001,0
66356000,3.6000001,1.8000001,0
67356000,3.6000001,1.8000001,0
68356000,3.6000001,1.8000001,0
69356000,3.6000001,1.8000001,0
70356000,3.6000001,1.8000001,0
71356000,3.6000001,1.8000001,0
72356000,3.6000001,1.8000001,0
73356000,3.6000001,1.8000001,0
74356000,3.6000001,1.8000001,0
75356000,3.6000001,1.8000001,0
76356000,3.6000001,1.8000001,0
77356000,3.6000001,1.8000001,0
78356000,3.6000001,1.8000001,0
79356000,3.6000001,1.8000001,0
80356000,3.6000001,1.8000001,0
81356000,3.6000001,1.8000001,0
82356000,3.6000001,1.8000001,0
83356000,3.6000001,1.8000001,0
84356000,3.6000001,1.8000001,0
85356000,3.6000001,1.8000001,0
86356000,3.6000001,1.8000001,0
87356000,3.6000001,1.8000001,0
88356000,3.6000001,1.8000001,0
89356000,3.6000001,1.8000001,0
